,zip,county
0,12007,Albany
1,12009,Albany
2,12023,Albany
3,12041,Albany
4,12045,Albany
5,12046,Albany
6,12047,Albany
7,12053,Albany
8,12054,Albany
9,12055,Albany
10,12059,Albany
11,12067,Albany
12,12077,Albany
13,12083,Albany
14,12084,Albany
15,12085,Albany
16,12087,Albany
17,12107,Albany
18,12110,Albany
19,12120,Albany
20,12122,Albany
21,12128,Albany
22,12143,Albany
23,12147,Albany
24,12157,Albany
25,12158,Albany
26,12159,Albany
27,12161,Albany
28,12183,Albany
29,12186,Albany
30,12189,Albany
31,12193,Albany
32,12201,Albany
33,12202,Albany
34,12203,Albany
35,12204,Albany
36,12205,Albany
37,12206,Albany
38,12207,Albany
39,12208,Albany
40,12209,Albany
41,12210,Albany
42,12211,Albany
43,12212,Albany
44,12220,Albany
45,12222,Albany
46,12223,Albany
47,12224,Albany
48,12226,Albany
49,12227,Albany
50,12228,Albany
51,12229,Albany
52,12230,Albany
53,12231,Albany
54,12232,Albany
55,12233,Albany
56,12234,Albany
57,12235,Albany
58,12236,Albany
59,12237,Albany
60,12238,Albany
61,12239,Albany
62,12240,Albany
63,12241,Albany
64,12242,Albany
65,12243,Albany
66,12244,Albany
67,12245,Albany
68,12246,Albany
69,12247,Albany
70,12248,Albany
71,12249,Albany
72,12250,Albany
73,12252,Albany
74,12255,Albany
75,12256,Albany
76,12257,Albany
77,12260,Albany
78,12261,Albany
79,12288,Albany
80,12303,Albany
81,12304,Albany
82,12306,Albany
83,12309,Albany
84,12460,Albany
85,12469,Albany
86,14024,Allegany
87,14029,Allegany
88,14060,Allegany
89,14065,Allegany
90,14437,Allegany
91,14536,Allegany
92,14707,Allegany
93,14708,Allegany
94,14709,Allegany
95,14711,Allegany
96,14714,Allegany
97,14715,Allegany
98,14717,Allegany
99,14721,Allegany
100,14727,Allegany
101,14735,Allegany
102,14737,Allegany
103,14739,Allegany
104,14744,Allegany
105,14745,Allegany
106,14754,Allegany
107,14770,Allegany
108,14774,Allegany
109,14777,Allegany
110,14786,Allegany
111,14802,Allegany
112,14803,Allegany
113,14804,Allegany
114,14806,Allegany
115,14807,Allegany
116,14813,Allegany
117,14822,Allegany
118,14836,Allegany
119,14843,Allegany
120,14846,Allegany
121,14880,Allegany
122,14884,Allegany
123,14895,Allegany
124,14897,Allegany
125,10451,Bronx
126,10452,Bronx
127,10453,Bronx
128,10454,Bronx
129,10455,Bronx
130,10456,Bronx
131,10457,Bronx
132,10458,Bronx
133,10459,Bronx
134,10460,Bronx
135,10461,Bronx
136,10462,Bronx
137,10463,Bronx
138,10464,Bronx
139,10465,Bronx
140,10466,Bronx
141,10467,Bronx
142,10468,Bronx
143,10469,Bronx
144,10470,Bronx
145,10471,Bronx
146,10472,Bronx
147,10473,Bronx
148,10474,Bronx
149,10475,Bronx
150,10499,Bronx
151,10550,Bronx
152,10704,Bronx
153,10705,Bronx
154,10803,Bronx
155,13730,Broome
156,13736,Broome
157,13737,Broome
158,13744,Broome
159,13745,Broome
160,13746,Broome
161,13748,Broome
162,13749,Broome
163,13754,Broome
164,13760,Broome
165,13761,Broome
166,13762,Broome
167,13763,Broome
168,13777,Broome
169,13778,Broome
170,13787,Broome
171,13790,Broome
172,13794,Broome
173,13795,Broome
174,13797,Broome
175,13802,Broome
176,13803,Broome
177,13811,Broome
178,13813,Broome
179,13826,Broome
180,13833,Broome
181,13835,Broome
182,13848,Broome
183,13850,Broome
184,13851,Broome
185,13862,Broome
186,13863,Broome
187,13865,Broome
188,13901,Broome
189,13902,Broome
190,13903,Broome
191,13904,Broome
192,13905,Broome
193,14009,Cattaraugus
194,14030,Cattaraugus
195,14041,Cattaraugus
196,14042,Cattaraugus
199,14070,Cattaraugus
200,14081,Cattaraugus
201,14101,Cattaraugus
202,14129,Cattaraugus
203,14133,Cattaraugus
204,14138,Cattaraugus
205,14141,Cattaraugus
206,14168,Cattaraugus
207,14171,Cattaraugus
208,14173,Cattaraugus
209,14706,Cattaraugus
210,14719,Cattaraugus
211,14726,Cattaraugus
213,14729,Cattaraugus
214,14730,Cattaraugus
215,14731,Cattaraugus
217,14738,Cattaraugus
218,14741,Cattaraugus
219,14743,Cattaraugus
220,14747,Cattaraugus
221,14748,Cattaraugus
222,14751,Cattaraugus
223,14753,Cattaraugus
224,14755,Cattaraugus
225,14760,Cattaraugus
226,14766,Cattaraugus
228,14772,Cattaraugus
229,14778,Cattaraugus
230,14779,Cattaraugus
231,14783,Cattaraugus
232,14788,Cattaraugus
233,13021,Cayuga
234,13022,Cayuga
235,13024,Cayuga
236,13026,Cayuga
237,13027,Cayuga
238,13033,Cayuga
239,13034,Cayuga
240,13045,Cayuga
241,13064,Cayuga
242,13071,Cayuga
243,13073,Cayuga
244,13074,Cayuga
245,13080,Cayuga
246,13081,Cayuga
247,13092,Cayuga
248,13111,Cayuga
249,13113,Cayuga
250,13117,Cayuga
251,13118,Cayuga
252,13126,Cayuga
253,13139,Cayuga
254,13140,Cayuga
255,13143,Cayuga
256,13147,Cayuga
257,13152,Cayuga
258,13156,Cayuga
259,13160,Cayuga
260,13166,Cayuga
261,14882,Cayuga
262,14048,Chautauqua
263,14062,Chautauqua
264,14063,Chautauqua
266,14135,Chautauqua
267,14136,Chautauqua
269,14166,Chautauqua
270,14701,Chautauqua
271,14702,Chautauqua
272,14710,Chautauqua
273,14712,Chautauqua
274,14716,Chautauqua
275,14718,Chautauqua
276,14720,Chautauqua
277,14722,Chautauqua
278,14723,Chautauqua
279,14724,Chautauqua
281,14728,Chautauqua
282,14732,Chautauqua
283,14733,Chautauqua
284,14736,Chautauqua
286,14740,Chautauqua
287,14742,Chautauqua
289,14750,Chautauqua
290,14752,Chautauqua
291,14756,Chautauqua
292,14757,Chautauqua
293,14758,Chautauqua
294,14767,Chautauqua
295,14769,Chautauqua
296,14775,Chautauqua
297,14781,Chautauqua
298,14782,Chautauqua
299,14784,Chautauqua
300,14785,Chautauqua
301,14787,Chautauqua
302,14805,Chemung
303,14812,Chemung
304,14814,Chemung
305,14816,Chemung
306,14824,Chemung
307,14825,Chemung
308,14830,Chemung
309,14838,Chemung
310,14845,Chemung
311,14859,Chemung
312,14861,Chemung
313,14864,Chemung
314,14871,Chemung
315,14872,Chemung
316,14889,Chemung
317,14892,Chemung
318,14894,Chemung
319,14901,Chemung
320,14902,Chemung
321,14903,Chemung
322,14904,Chemung
323,14905,Chemung
324,14925,Chemung
325,13040,Chenango
326,13052,Chenango
327,13072,Chenango
328,13124,Chenango
329,13136,Chenango
330,13155,Chenango
331,13332,Chenango
332,13411,Chenango
333,13460,Chenango
334,13464,Chenango
335,13485,Chenango
337,13733,Chenango
339,13758,Chenango
341,13780,Chenango
343,13801,Chenango
344,13809,Chenango
346,13814,Chenango
347,13815,Chenango
348,13830,Chenango
349,13832,Chenango
351,13841,Chenango
352,13843,Chenango
353,13844,Chenango
355,12901,Clinton
356,12903,Clinton
357,12910,Clinton
358,12911,Clinton
359,12912,Clinton
360,12918,Clinton
361,12919,Clinton
362,12920,Clinton
363,12921,Clinton
364,12923,Clinton
365,12924,Clinton
366,12929,Clinton
367,12933,Clinton
368,12934,Clinton
369,12935,Clinton
370,12944,Clinton
371,12952,Clinton
372,12955,Clinton
373,12958,Clinton
374,12959,Clinton
375,12962,Clinton
376,12972,Clinton
377,12978,Clinton
378,12979,Clinton
379,12981,Clinton
380,12985,Clinton
381,12992,Clinton
382,12997,Clinton
383,12017,Columbia
384,12024,Columbia
385,12029,Columbia
386,12037,Columbia
387,12050,Columbia
388,12060,Columbia
389,12062,Columbia
390,12075,Columbia
391,12106,Columbia
392,12115,Columbia
393,12123,Columbia
394,12125,Columbia
395,12130,Columbia
396,12132,Columbia
397,12136,Columbia
398,12156,Columbia
399,12165,Columbia
400,12168,Columbia
401,12172,Columbia
402,12173,Columbia
403,12174,Columbia
404,12184,Columbia
405,12195,Columbia
406,12502,Columbia
407,12503,Columbia
408,12513,Columbia
409,12516,Columbia
410,12517,Columbia
411,12521,Columbia
412,12523,Columbia
413,12526,Columbia
414,12529,Columbia
415,12530,Columbia
416,12534,Columbia
417,12541,Columbia
418,12544,Columbia
419,12546,Columbia
420,12565,Columbia
421,12567,Columbia
422,12571,Columbia
423,12583,Columbia
427,13053,Cortland
428,13056,Cortland
429,13077,Cortland
430,13087,Cortland
431,13101,Cortland
432,13141,Cortland
433,13158,Cortland
434,13159,Cortland
435,13738,Cortland
436,13784,Cortland
440,12093,Delaware
441,12155,Delaware
442,12167,Delaware
443,12406,Delaware
444,12421,Delaware
445,12430,Delaware
446,12434,Delaware
447,12438,Delaware
448,12455,Delaware
449,12459,Delaware
450,12465,Delaware
451,12468,Delaware
452,12474,Delaware
453,12758,Delaware
454,12760,Delaware
455,12776,Delaware
456,13731,Delaware
458,13739,Delaware
459,13740,Delaware
460,13750,Delaware
461,13751,Delaware
462,13752,Delaware
463,13753,Delaware
465,13755,Delaware
466,13756,Delaware
467,13757,Delaware
468,13774,Delaware
469,13775,Delaware
470,13782,Delaware
471,13783,Delaware
472,13786,Delaware
473,13788,Delaware
474,13804,Delaware
475,13806,Delaware
476,13820,Delaware
477,13825,Delaware
478,13838,Delaware
479,13839,Delaware
480,13842,Delaware
481,13846,Delaware
482,13847,Delaware
483,13849,Delaware
484,13856,Delaware
485,13860,Delaware
486,10516,Dutchess
487,12501,Dutchess
488,12504,Dutchess
489,12506,Dutchess
490,12507,Dutchess
491,12508,Dutchess
492,12510,Dutchess
493,12511,Dutchess
494,12512,Dutchess
495,12514,Dutchess
496,12522,Dutchess
497,12524,Dutchess
498,12527,Dutchess
499,12531,Dutchess
500,12533,Dutchess
501,12537,Dutchess
502,12538,Dutchess
503,12540,Dutchess
504,12545,Dutchess
506,12564,Dutchess
508,12569,Dutchess
509,12570,Dutchess
511,12572,Dutchess
512,12574,Dutchess
513,12578,Dutchess
514,12580,Dutchess
515,12581,Dutchess
516,12582,Dutchess
518,12585,Dutchess
519,12590,Dutchess
520,12592,Dutchess
521,12594,Dutchess
522,12601,Dutchess
523,12602,Dutchess
524,12603,Dutchess
525,12604,Dutchess
526,14001,Erie
527,14004,Erie
528,14006,Erie
529,14010,Erie
530,14013,Erie
531,14025,Erie
532,14026,Erie
533,14027,Erie
535,14031,Erie
536,14032,Erie
537,14033,Erie
538,14034,Erie
539,14035,Erie
540,14037,Erie
541,14038,Erie
542,14043,Erie
543,14047,Erie
544,14051,Erie
545,14052,Erie
546,14055,Erie
547,14057,Erie
548,14059,Erie
549,14061,Erie
550,14068,Erie
551,14069,Erie
553,14072,Erie
554,14075,Erie
555,14080,Erie
557,14085,Erie
558,14086,Erie
559,14091,Erie
560,14102,Erie
561,14110,Erie
562,14111,Erie
563,14112,Erie
564,14127,Erie
565,14134,Erie
566,14139,Erie
567,14140,Erie
569,14145,Erie
570,14150,Erie
571,14151,Erie
572,14169,Erie
573,14170,Erie
574,14201,Erie
575,14202,Erie
576,14203,Erie
577,14204,Erie
578,14205,Erie
579,14206,Erie
580,14207,Erie
581,14208,Erie
582,14209,Erie
583,14210,Erie
584,14211,Erie
585,14212,Erie
586,14213,Erie
587,14214,Erie
588,14215,Erie
589,14216,Erie
590,14217,Erie
591,14218,Erie
592,14219,Erie
593,14220,Erie
594,14221,Erie
595,14222,Erie
596,14223,Erie
597,14224,Erie
598,14225,Erie
599,14226,Erie
600,14227,Erie
601,14228,Erie
602,14231,Erie
603,14233,Erie
604,14240,Erie
605,14241,Erie
606,14260,Erie
607,14261,Erie
608,14263,Erie
609,14264,Erie
610,14265,Erie
611,14267,Erie
612,14269,Erie
613,14270,Erie
614,14272,Erie
615,14273,Erie
616,14276,Erie
617,14280,Erie
618,12836,Essex
619,12851,Essex
620,12852,Essex
621,12853,Essex
622,12855,Essex
623,12857,Essex
624,12858,Essex
625,12870,Essex
626,12872,Essex
627,12879,Essex
628,12883,Essex
631,12913,Essex
632,12928,Essex
633,12932,Essex
634,12936,Essex
635,12941,Essex
636,12942,Essex
637,12943,Essex
639,12946,Essex
640,12950,Essex
641,12956,Essex
642,12960,Essex
643,12961,Essex
644,12964,Essex
646,12974,Essex
647,12975,Essex
648,12977,Essex
649,12983,Essex
650,12987,Essex
651,12989,Essex
652,12993,Essex
653,12996,Essex
655,12998,Essex
658,12914,Franklin
659,12915,Franklin
660,12916,Franklin
661,12917,Franklin
663,12926,Franklin
664,12930,Franklin
665,12937,Franklin
666,12939,Franklin
667,12945,Franklin
668,12953,Franklin
670,12957,Franklin
671,12966,Franklin
672,12967,Franklin
673,12969,Franklin
674,12970,Franklin
675,12976,Franklin
676,12980,Franklin
678,12986,Franklin
680,12995,Franklin
681,13655,Franklin
682,13683,Franklin
683,12010,Fulton
684,12025,Fulton
685,12032,Fulton
686,12068,Fulton
687,12070,Fulton
688,12078,Fulton
689,12086,Fulton
690,12095,Fulton
691,12117,Fulton
692,12134,Fulton
693,13329,Fulton
694,13339,Fulton
695,13452,Fulton
696,13454,Fulton
697,13470,Fulton
700,14005,Genesee
701,14011,Genesee
703,14020,Genesee
704,14021,Genesee
705,14036,Genesee
706,14040,Genesee
707,14054,Genesee
708,14056,Genesee
709,14058,Genesee
710,14103,Genesee
711,14105,Genesee
712,14125,Genesee
713,14143,Genesee
714,14416,Genesee
715,14422,Genesee
716,14428,Genesee
717,14482,Genesee
718,14525,Genesee
719,14557,Genesee
720,14591,Genesee
721,12015,Greene
722,12042,Greene
724,12051,Greene
725,12058,Greene
728,12124,Greene
730,12176,Greene
731,12192,Greene
732,12405,Greene
733,12407,Greene
734,12413,Greene
735,12414,Greene
736,12418,Greene
737,12422,Greene
738,12423,Greene
739,12424,Greene
740,12427,Greene
742,12431,Greene
743,12436,Greene
744,12439,Greene
745,12442,Greene
746,12444,Greene
747,12450,Greene
748,12451,Greene
749,12452,Greene
750,12454,Greene
752,12463,Greene
755,12470,Greene
756,12473,Greene
757,12477,Greene
758,12480,Greene
759,12482,Greene
760,12485,Greene
761,12492,Greene
762,12495,Greene
763,12496,Greene
765,12108,Hamilton
767,12139,Hamilton
768,12164,Hamilton
769,12190,Hamilton
770,12812,Hamilton
771,12842,Hamilton
772,12847,Hamilton
773,12864,Hamilton
774,13331,Hamilton
775,13353,Hamilton
776,13360,Hamilton
777,13436,Hamilton
778,13304,Herkimer
779,13322,Herkimer
780,13324,Herkimer
783,13338,Herkimer
785,13340,Herkimer
786,13350,Herkimer
787,13357,Herkimer
788,13361,Herkimer
789,13365,Herkimer
790,13367,Herkimer
791,13406,Herkimer
792,13407,Herkimer
793,13413,Herkimer
794,13416,Herkimer
795,13420,Herkimer
796,13431,Herkimer
797,13438,Herkimer
798,13439,Herkimer
800,13456,Herkimer
802,13472,Herkimer
803,13475,Herkimer
804,13491,Herkimer
805,13501,Herkimer
806,13502,Herkimer
807,13083,Jefferson
808,13145,Jefferson
809,13601,Jefferson
810,13602,Jefferson
811,13603,Jefferson
812,13605,Jefferson
813,13606,Jefferson
814,13607,Jefferson
815,13608,Jefferson
816,13611,Jefferson
817,13612,Jefferson
818,13615,Jefferson
819,13616,Jefferson
820,13618,Jefferson
821,13619,Jefferson
822,13622,Jefferson
823,13624,Jefferson
824,13626,Jefferson
825,13628,Jefferson
826,13631,Jefferson
827,13632,Jefferson
828,13634,Jefferson
829,13636,Jefferson
830,13637,Jefferson
831,13638,Jefferson
832,13640,Jefferson
833,13641,Jefferson
834,13643,Jefferson
835,13646,Jefferson
836,13650,Jefferson
837,13651,Jefferson
838,13656,Jefferson
839,13659,Jefferson
840,13661,Jefferson
841,13665,Jefferson
842,13671,Jefferson
843,13673,Jefferson
844,13674,Jefferson
845,13675,Jefferson
846,13679,Jefferson
847,13682,Jefferson
848,13685,Jefferson
849,13691,Jefferson
850,13692,Jefferson
851,13693,Jefferson
852,11201,Kings
853,11202,Kings
854,11203,Kings
855,11204,Kings
856,11205,Kings
857,11206,Kings
858,11207,Kings
859,11208,Kings
860,11209,Kings
861,11210,Kings
862,11211,Kings
863,11212,Kings
864,11213,Kings
865,11214,Kings
866,11215,Kings
867,11216,Kings
868,11217,Kings
869,11218,Kings
870,11219,Kings
871,11220,Kings
872,11221,Kings
873,11222,Kings
874,11223,Kings
875,11224,Kings
876,11225,Kings
877,11226,Kings
878,11228,Kings
879,11229,Kings
880,11230,Kings
881,11231,Kings
882,11232,Kings
883,11233,Kings
884,11234,Kings
885,11235,Kings
886,11236,Kings
887,11237,Kings
888,11238,Kings
889,11239,Kings
890,11241,Kings
891,11242,Kings
892,11243,Kings
893,11245,Kings
894,11247,Kings
895,11249,Kings
896,11251,Kings
897,11252,Kings
898,11256,Kings
899,11693,Kings
900,13305,Lewis
901,13309,Lewis
902,13312,Lewis
903,13316,Lewis
904,13325,Lewis
905,13327,Lewis
906,13343,Lewis
907,13345,Lewis
909,13368,Lewis
910,13404,Lewis
911,13433,Lewis
912,13437,Lewis
913,13471,Lewis
914,13473,Lewis
915,13489,Lewis
917,13620,Lewis
919,13627,Lewis
920,13648,Lewis
923,14414,Livingston
924,14423,Livingston
925,14435,Livingston
927,14454,Livingston
928,14462,Livingston
929,14466,Livingston
930,14472,Livingston
931,14480,Livingston
932,14481,Livingston
934,14485,Livingston
935,14486,Livingston
936,14487,Livingston
937,14488,Livingston
938,14510,Livingston
939,14517,Livingston
941,14530,Livingston
942,14533,Livingston
944,14539,Livingston
945,14545,Livingston
946,14556,Livingston
947,14558,Livingston
948,14560,Livingston
949,14572,Livingston
950,14592,Livingston
954,13030,Madison
955,13032,Madison
956,13035,Madison
957,13037,Madison
958,13043,Madison
960,13061,Madison
962,13082,Madison
963,13104,Madison
964,13122,Madison
965,13134,Madison
966,13163,Madison
967,13310,Madison
968,13314,Madison
970,13334,Madison
971,13346,Madison
972,13355,Madison
973,13364,Madison
974,13402,Madison
975,13408,Madison
976,13409,Madison
977,13418,Madison
978,13421,Madison
979,13425,Madison
981,13465,Madison
982,13477,Madison
983,13480,Madison
984,13484,Madison
987,14410,Monroe
990,14420,Monroe
992,14430,Monroe
993,14445,Monroe
994,14450,Monroe
995,14464,Monroe
996,14467,Monroe
997,14468,Monroe
999,14476,Monroe
1001,14502,Monroe
1002,14506,Monroe
1003,14508,Monroe
1004,14511,Monroe
1005,14514,Monroe
1006,14515,Monroe
1007,14526,Monroe
1008,14534,Monroe
1009,14543,Monroe
1010,14546,Monroe
1011,14559,Monroe
1012,14564,Monroe
1013,14580,Monroe
1014,14586,Monroe
1015,14602,Monroe
1016,14603,Monroe
1017,14604,Monroe
1018,14605,Monroe
1019,14606,Monroe
1020,14607,Monroe
1021,14608,Monroe
1022,14609,Monroe
1023,14610,Monroe
1024,14611,Monroe
1025,14612,Monroe
1026,14613,Monroe
1027,14614,Monroe
1028,14615,Monroe
1029,14616,Monroe
1030,14617,Monroe
1031,14618,Monroe
1032,14619,Monroe
1033,14620,Monroe
1034,14621,Monroe
1035,14622,Monroe
1036,14623,Monroe
1037,14624,Monroe
1038,14625,Monroe
1039,14626,Monroe
1040,14627,Monroe
1041,14638,Monroe
1042,14639,Monroe
1043,14642,Monroe
1044,14643,Monroe
1045,14644,Monroe
1046,14645,Monroe
1047,14646,Monroe
1048,14647,Monroe
1049,14649,Monroe
1050,14650,Monroe
1051,14651,Monroe
1052,14652,Monroe
1053,14653,Monroe
1054,14664,Monroe
1055,14673,Monroe
1056,14683,Monroe
1057,14692,Monroe
1058,14694,Monroe
1060,12016,Montgomery
1061,12066,Montgomery
1063,12069,Montgomery
1065,12072,Montgomery
1068,12137,Montgomery
1069,12160,Montgomery
1070,12166,Montgomery
1071,12177,Montgomery
1072,13317,Montgomery
1073,13320,Montgomery
1075,13410,Montgomery
1076,13428,Montgomery
1078,13459,Montgomery
1079,11001,Nassau
1080,11002,Nassau
1081,11003,Nassau
1082,11010,Nassau
1083,11020,Nassau
1084,11021,Nassau
1085,11022,Nassau
1086,11023,Nassau
1087,11024,Nassau
1088,11030,Nassau
1089,11040,Nassau
1090,11041,Nassau
1091,11042,Nassau
1092,11050,Nassau
1093,11051,Nassau
1094,11052,Nassau
1095,11053,Nassau
1096,11054,Nassau
1097,11055,Nassau
1098,11096,Nassau
1099,11501,Nassau
1100,11507,Nassau
1101,11509,Nassau
1102,11510,Nassau
1103,11514,Nassau
1104,11516,Nassau
1105,11518,Nassau
1106,11520,Nassau
1107,11530,Nassau
1108,11531,Nassau
1109,11535,Nassau
1110,11536,Nassau
1111,11542,Nassau
1112,11545,Nassau
1113,11547,Nassau
1114,11548,Nassau
1115,11549,Nassau
1116,11550,Nassau
1117,11551,Nassau
1118,11552,Nassau
1119,11553,Nassau
1120,11554,Nassau
1121,11555,Nassau
1122,11556,Nassau
1123,11557,Nassau
1124,11558,Nassau
1125,11559,Nassau
1126,11560,Nassau
1127,11561,Nassau
1128,11563,Nassau
1129,11565,Nassau
1130,11566,Nassau
1131,11568,Nassau
1132,11569,Nassau
1133,11570,Nassau
1134,11571,Nassau
1135,11572,Nassau
1136,11575,Nassau
1137,11576,Nassau
1138,11577,Nassau
1139,11579,Nassau
1140,11580,Nassau
1141,11581,Nassau
1142,11582,Nassau
1143,11590,Nassau
1144,11592,Nassau
1145,11594,Nassau
1146,11595,Nassau
1147,11596,Nassau
1148,11597,Nassau
1149,11598,Nassau
1150,11599,Nassau
1151,11701,Nassau
1152,11702,Nassau
1153,11709,Nassau
1154,11710,Nassau
1155,11714,Nassau
1156,11724,Nassau
1157,11732,Nassau
1158,11735,Nassau
1159,11736,Nassau
1160,11743,Nassau
1161,11753,Nassau
1162,11756,Nassau
1163,11758,Nassau
1164,11762,Nassau
1165,11765,Nassau
1166,11771,Nassau
1167,11773,Nassau
1168,11774,Nassau
1169,11783,Nassau
1170,11791,Nassau
1171,11793,Nassau
1172,11797,Nassau
1173,11801,Nassau
1174,11802,Nassau
1175,11803,Nassau
1176,11804,Nassau
1177,11815,Nassau
1178,11854,Nassau
1179,11855,Nassau
1180,10001,New York
1181,10002,New York
1182,10003,New York
1183,10004,New York
1184,10005,New York
1185,10006,New York
1186,10007,New York
1187,10008,New York
1188,10009,New York
1189,10010,New York
1190,10011,New York
1191,10012,New York
1192,10013,New York
1193,10014,New York
1194,10016,New York
1195,10017,New York
1196,10018,New York
1197,10019,New York
1198,10020,New York
1199,10021,New York
1200,10022,New York
1201,10023,New York
1202,10024,New York
1203,10025,New York
1204,10026,New York
1205,10027,New York
1206,10028,New York
1207,10029,New York
1208,10030,New York
1209,10031,New York
1210,10032,New York
1211,10033,New York
1212,10034,New York
1213,10035,New York
1214,10036,New York
1215,10037,New York
1216,10038,New York
1217,10039,New York
1218,10040,New York
1219,10041,New York
1220,10043,New York
1221,10044,New York
1222,10045,New York
1223,10047,New York
1224,10048,New York
1225,10055,New York
1226,10065,New York
1227,10069,New York
1228,10072,New York
1229,10075,New York
1230,10080,New York
1231,10081,New York
1232,10082,New York
1233,10087,New York
1234,10101,New York
1235,10102,New York
1236,10103,New York
1237,10104,New York
1238,10105,New York
1239,10106,New York
1240,10107,New York
1241,10108,New York
1242,10109,New York
1243,10110,New York
1244,10111,New York
1245,10112,New York
1246,10113,New York
1247,10114,New York
1248,10115,New York
1249,10116,New York
1250,10117,New York
1251,10118,New York
1252,10119,New York
1253,10120,New York
1254,10121,New York
1255,10122,New York
1256,10123,New York
1257,10124,New York
1258,10125,New York
1259,10126,New York
1260,10128,New York
1261,10129,New York
1262,10130,New York
1263,10131,New York
1264,10132,New York
1265,10133,New York
1266,10138,New York
1267,10149,New York
1268,10150,New York
1269,10151,New York
1270,10152,New York
1271,10153,New York
1272,10154,New York
1273,10155,New York
1274,10156,New York
1275,10157,New York
